Id,Name,Alt_Name,Family,Birth_Date,Death_Date,Earliest_Citation_Date,Latest_Citation_Date,Office Association,Office_Titles,Family_Relation_Type_Note,Family_Relation_Type,Family_Relation_Name,Office_Start_1,Office_End_1,Office_Start_2,Office_End_2,Regions_1,Regions_2,Note,Source (Secondary),Source (Primary)
964,Francesco Lazari,,Lazari,,,1630,1630,Venetian Company of Couriers,Courier,,,,,,,,Veneto;Savoy;Lombardy,,,,"Archivio di Stato di Torino, Materie politiche, Corti stranieri, 2"
965,Gianin Ciavattino,,Ciavattino,,,1630,1630,Venetian Company of Couriers,Courier,,,,,,,,Veneto;Savoy;Lombardy,,,,"Archivio di Stato di Torino, Materie politiche, Corti stranieri, 2"
966,Gio. Battta di Maze,,Mazzei,,,1630,1630,Venetian Company of Couriers,Courier,,,,,,,,Veneto;Savoy;Lombardy,,,,"Archivio di Stato di Torino, Materie politiche, Corti stranieri, 2"
967,Gio. Borasi,,Borasi,,,1630,1630,Venetian Company of Couriers,Courier,,,,,,,,Veneto;Savoy;Lombardy,,,,"Archivio di Stato di Torino, Materie politiche, Corti stranieri, 2"
968,Gio Angelo Rivolta,,Rivolta,,,1630,1630,Venetian Company of Couriers,Courier,,,,,,,,Veneto;Savoy;Lombardy,,,,"Archivio di Stato di Torino, Materie politiche, Corti stranieri, 2"
969,Gio Batta di Valtelina,,Valtolin,,,1630,1630,Venetian Company of Couriers,Courier,,,,,,,,Veneto,,,,"Archivio di Stato di Torino, Materie politiche, Corti stranieri, 2"
970,Gio Batta Felici,,Felici,,,1630,1630,Venetian Company of Couriers,Courier,,,,,,,,Veneto;Savoy;Lombardy,,,,"Archivio di Stato di Torino, Materie politiche, Corti stranieri, 2"
971,Gio Battista de Zanchi,,Zanchi,,,1630,1630,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,Probably related to postmaster,,ASM.198.1
972,Giulio Cesare,,Cesare,,,1630,1630,Couriers of Lyon,Courier,,,,,,,,Savoy;France,Lyon,,,"Archivio di Stato di Torino, Materie politiche, Corti stranieri, 2"
973,Iseppo Botrufo,,Botrufo,,,1630,1630,Savoyard Post (Vercelli),Postmaster,,,,,,,,Savoy,Vercelli,,,"Archivio di Stato di Torino, Materie politiche, Corti stranieri, 2"
974,Lunardo Furlano,,Furlan,,,1630,1630,Venetian Company of Couriers,Courier,,,,,,,,Veneto;Savoy;Lombardy,,,,"Archivio di Stato di Torino, Materie politiche, Corti stranieri, 2"
975,Pelegrin,,Pellegrino,,,1630,1630,Venetian Company of Couriers,Courier,,,,,,,,Veneto;Savoy;Lombardy,,"""Al S.r Pelegrin delle poste per lettere venute fuori di piego da Milano, e da Gen.a""",,"Archivio di Stato di Torino, Materie politiche, Corti stranieri, 2"
976,Pietro Ciavattino,,Ciavattino,,,1630,1630,Venetian Company of Couriers,Courier,,,,,,,,Veneto;Savoy;Lombardy,,,,"Archivio di Stato di Torino, Materie politiche, Corti stranieri, 2"
977,Pietro Sardi di Valtelina,,Valtolin,,,1630,1630,Venetian Company of Couriers,Courier,,,,,,,,Veneto,,,,"Archivio di Stato di Torino, Materie politiche, Corti stranieri, 2"
978,Sebastian Ronzoni,Bastiano Ronzoni,Ronzoni,,,1630,1630,Venetian Company of Couriers,Courier,,,,,1630,,,Veneto,,Replaced by Antonio Viscardi,,
979,Steffano Ciavattino,,Ciavattino,,,1630,1630,Venetian Company of Couriers,Courier,,,,,,,,Veneto;Savoy;Lombardy,,,,"Archivio di Stato di Torino, Materie politiche, Corti stranieri, 2"
980,Jakob Keller,,Keller,1568,1631,1568,1631,Church,Jesuit,,,,,,,,,,,"Malcolm, Noel. Reason of State, Propaganda, and the Thirty Years’ War. Oxford: Oxford University Press, 2007.",
981,Sante Bartolomeo Mainardi,Cassone,Mainardo,,,1575,1631,Venetian Company of Couriers;Venetian Company of Couriers (Mantua),Courier;Postmaster,"Privileges renewed in 1604, again in 1631 for him and son",,,,,1575,1631,Veneto;Lombardy,Venice;Mantua,"Privileges renewed in 1604, again in 1631 for him and son","Caizzi, Bruno. Dalla posta dei re alla posta di tutti: Territorio e comunicazioni in Italia dal XVI secolo all’Unità. Milan: Franco Angeli, 1993.","Archivio di Stato di Milano, Atti di Governo, Finanze 1026; Archivio di Stato di Milano, Atti di Governo, Finanze 1030"
982,Lorenzo Basso,,Basso,,1631,1600,1631,Venetian Company of Couriers,Courier,"Appointed 1600 Feb 26 in place of father Simon, deceased of plague and replaced by son Iseppo Basso",Parent,Iseppo Basso,1600,1631,,,Veneto,Venice,"Appointed 1600 Feb 26 in place of father Simon, deceased of plague and replaced by son Iseppo Basso",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
983,Pasqualino Giupponi,Pasqualin Zupponi,Giuppone,,1631,1606,1631,Venetian Company of Couriers,Courier,Appointed 1606 July 1 for two years in place of father Benetto; Confimred in 1610 Jun 12; Involved in some legal action along with Tasso; dies of plague in Turin and replaced by son Benetto Giupponi,Child,Benetto Giuppone,1606,1631,,,Veneto;Lazio,Rome;Venice,Appointed 1606 July 1 for two years in place of father Benetto; Confimred in 1610 Jun 12; Involved in some legal action along with Tasso; dies of plague in Turin and replaced by son Benetto Giupponi,,
984,Egidio Comenduno,Commendone,Comenduno,,1631,1610,1631,Venetian Company of Couriers,Courier,"Appointed 1610 Jan 26 in place of father Luca ""che ha lasciato a suoi figlioli il suo off.o et porto renoncia de sui frattelli""; deceased of plague in Bergamo and replaced by Cleoffas Comendone",Child,Luca Comenduno,1610,1631,,,Veneto,Venice,"Appointed 1610 Jan 26 in place of father Luca ""che ha lasciato a suoi figlioli il suo off.o et porto renoncia de sui frattelli""; deceased of plague in Bergamo and replaced by Cleoffas Comendone",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
985,Alvise Tasso I,,Tassis,,1631,1615,1631,Venetian Company of Couriers,Courier,"""In Barcellona... e surpreso dalle gallere turchesche in quelle marine et per salvar esso Tasso l'argientarie et altre robbe di esso Ecc.mo Ambasciatore ando a fondo et privatosi di vita"";Son (""figlio legitimo"") of Lazaro Tasso;Accompanies diplomatic missions to France and Holland; Appointed 1615 Feb 14 in place of father Lazaro",Child,Lazaro Tasso,1615,1631,,,Veneto;Spain,Venice;Barcellona,"""In Barcellona... e surpreso dalle gallere turchesche in quelle marine et per salvar esso Tasso l'argientarie et altre robbe di esso Ecc.mo Ambasciatore ando a fondo et privatosi di vita"";Son (""figlio legitimo"") of Lazaro Tasso;Accompanies diplomatic missions to France and Holland; Appointed 1615 Feb 14 in place of father Lazaro","Foppolo, Bonaventura. “La Mariegola della Compagnia dei Corrieri Veneti.” In Le poste dei Tasso, un’impresa in Europa: Contributi in occasione della mostra I Tasso, l’evoluzione delle poste . . . 28 aprile–3 giugno 1984. Edited by Tarcisio Bottani, 13–45. Bergamo, Italy: Comune di Bergamo, 1984.","ASV. Indice 105 bis, Corrieri, Registro 32"
986,Giacomo Bosello,,Bosello,,1631,1619,1631,Venetian Company of Couriers,Courier,Appointed 1619 May 22 in place of father Ant.o Bosello; deceased of plague in Padua and replaced by Carlo Bosello,Child,Antonio Bosello,1619,1631,,,Veneto,Venice,Appointed 1619 May 22 in place of father Ant.o Bosello; deceased of plague in Padua and replaced by Carlo Bosello,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
987,Benetto Zupponi II,,Giuppone,,,1631,1631,Venetian Company of Couriers,Courier,"Appointed 1631 Jan 20 in place of father Pasqualino Giupponi, deceased of plague in Turin",Child,Pasqualino Giupponi,1631,,,,Veneto,Venice,"Appointed 1631 Jan 20 in place of father Pasqualino Giupponi, deceased of plague in Turin",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
988,Carlo Bosello,,Bosello,,,1631,1631,Venetian Company of Couriers,Courier,,,,1631,,,,Veneto,Venice,Appointed 1631 Jun 7 in place of Giacomo Bosello deceased of plague in Padua,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
989,Cleofas Comendon II,,Comenduno,,,1631,1631,Venetian Company of Couriers,Courier,,,,1631,,,,Veneto,Venice,Appointed 1631 Feb 24 in place of Egidio Commendone who died of plague in Bergamo,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
990,Francesco Pasini,,Pasini,,,1631,1631,Venetian Company of Couriers,Courier;Gastaldo,,,,1631,,,,Veneto,Venice,,,
991,Iseppo Basso,,Basso,,,1631,1631,Venetian Company of Couriers,Courier,Appointed 1631 July 26 in place of father Lorenzo Basso deceased of plague,Child,Lorenzo Basso,1631,,,,Veneto,Venice,Appointed 1631 July 26 in place of father Lorenzo Basso deceased of plague,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
992,Piero Zuponi II,,Giuppone,,,1631,1631,Venetian Company of Couriers,Courier,Dies of plague in 1631 and replaced by son Gio Batta Zuponi,Parent,Gio Batta Zuponi,1631,,,,Veneto,Venice,Dies of plague in 1631 and replaced by son Gio Batta Zuponi,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
993,Zuanbattista Zupponi,Giovanni Battista Giupponi,Giuppone,,,1631,1631,Venetian Company of Couriers,Courier,Appointed 1631 Jan 20 in place of father Piero deceased on plague,Child,Piero Giuppone,1631,,,,Veneto,Venice,Appointed 1631 Jan 20 in place of father Piero deceased on plague,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
994,Giacomo Ferraris,Ferrario; Jacomo Ferraris,Ferraris,,,1598,1632,Postmaster,Venetian Postmaster of Verona,,,,1598,1632?,,,Veneto,Venice,,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, S1.V;Archivio di Stato di Venezia, Compagnia dei Corrieri, 10"
995,Gerolamo Marconi,Gieronimo Maroni;Masoni,Marconi,,,1623,1632,Venetian Company of Couriers,Courier,,,,1623,,,,Veneto,Venice,Involved in nomination of postmaster of Verona,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, I.1;Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
996,Zuanne Raspa II,Gio Raspa,Raspa,,,1630,1632,Venetian Company of Couriers,Courier;Gastaldo,Grandson of Zuanne Raspa I via Piero Raspa II?,Child,Zuanne Raspa I,,,,,Veneto,Venice,Grandson of Zuanne Raspa I via Piero Raspa II?,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, I.1;Archivio di Stato di Venezia, Compagnia dei Corrieri, S1.V;Archivio di Stato di Venezia, Compagnia dei Corrieri, 23"
997,Cristoforo Tasso II,,Tassis,,,1631,1632,Venetian Company of Couriers,Courier,"Appointed 1631 Oct 4, replaces father Alvise who drowned in sea by Spain; replaced by Francesco Belavite",Child,Alvise Tassis,1631,1632,,,Veneto,Venice,"Appointed 1631 Oct 4, replaces father Alvise who drowned in sea by Spain; replaced by Francesco Belavite",,
998,Francesco Bellaviti,Belavite,Bellavita,,,1632,1632,Venetian Company of Couriers,Courier,,,,1632,,,,Veneto,Venice,Appointed 1632 Sept 22 in place of Cristoforo Tasso,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
999,Francesco Solvina,Salvino?,Solvina,,,1632,1632,Venetian Company of Couriers,Courier,,,,1632,,,,Veneto,Venice,,,
1000,Francesco Soncino,Soncia,Soncino,,,1632,1632,Mantuan Post,Postmaster,,,,,,,,Lombardy,Mantua,,,
1001,Ludovico Domenico Zanchi,,Zanchi,,,1632,1632,Tuscan Couriers,Postmaster,,,,,,,,Tuscany,Florence,Related to Elena Zanchi/Giovan Antonio Zanchi?,,Biblioteca del Museo Correr Cic.2512
1002,Thomas Witherings,,Witherings,,,1632,1632,,Postmaster of England for Foreign Parts,,,,1632,,,,England,London,Fumagalli and Crofts speculate exposed to Taxis postal system during time on continent (1510),"Fumagalli, Elisabetta. “L’impresa europea dei Tasso e il sistema postale Inglese.” Universita degli studi di Bergamo, 1997.",
1003,Baldessare Masserati,"il Conte di Casalborgone,",Masserati,,,1633,1633,Savoyard Post,Postmaster General,,,,,,,,Savoy,Turin,,,"Archivo di Stato di Turino, Poste,  1-3-4"
1004,Francois Matton,,Matton,,,1633,1633,Spanish Post in Netherlands,Postmaster Lieutenant,,,,1633,1681,,,Netherlands;HRE,Brussels,Serves in similar role to Codogno,"Behringer, Wolfgang. Im Zeichen des Merkur: Reichsport und Kommunikationsrevolution in der Frühen Neuzeit. Göttingen, Germany: Vandenhoeck & Ruprecht, 2003. (213)",
1005,Octavio Tassis,,Tassis,,,1633,1633,,,"Son of Ferdinando Tassis, Marries Morosine Bon in 1633",Child,Ferdinando Tassis,,,,,,,Marries Morosine Bon in 1633,"Goller, Engelbert. Jakob Henot, Postmeister von Cöln: Ein Beitrag zur Geschichte der Sogenannten Postreformation um die Wende des XVI. Jahrhunderts. Bonn, Germany: Carl Georgi, 1910.",
1006,Gio Gerolamo Maffei,Gio Maffei;Zuanne Maffei,Maffeis,,,1614,1634,Venetian Company of Couriers,Courier,,,,1614,1634,,,Veneto,Venice,,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 61"
1007,Andrea Bosis,,Bossis,,,1621,1634,Venetian Company of Couriers,Courier,"Appointed 1621 Jan 12 in place of brother Benetto Bosis ""annegato a Verona nell'adose ab intestato et per renoncia de frattelli a Madre""",Sibling,Benetto Bossis,1621,1634,,,Veneto,Venice,"Appointed 1621 Jan 12 in place of brother Benetto Bosis ""annegato a Verona nell'adose ab intestato et per renoncia de frattelli a Madre""",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1008,Carlo Benzon,,Benzon,,,1621,1634,Venetian Company of Couriers,Courier,,,,1621,1634,,,Veneto,Venice,"Appointed 1621 Oct 30 in place of Varisco Benzon ""suo barba""; replaced by Domenego Mazoleni",,
1009,Antonio Rotta,,Rotta,,,1634,1634,Venetian Company of Couriers,Courier,,,,1634,,,,Veneto,Venice,Appointed 1634 July 15 in place of Andrea Bosis,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1010,Charles Frances Orcy,Carlo Francesco Orsi,Orcy,,,1634,1634,,,,,,,,,,,,,,
1011,Domenico Mazzolini,,Mazzolini,,,1634,1634,Venetian Company of Couriers,Courier,,,,1634,,,,Veneto,Venice,Appointed 1634 July 25 in place of Carlo Benzoni,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1012,Victoria Tassis Gottifredi Zapata,Vittoria,Tassis;Zapata,1560,1635,1560,1635,Spanish Post of Sicily,Postmistress,"Daughter of Antonio Tassis of Rome/Milan and second wife Lavinia; first marriage to the Marziano, Marquis de Mothe; second marriage to Diego Zapata, Postmaster of Naples",Child,Antonio Tassis of Rome,1612,1634,,,Sicily,,"Daughter of Antonio Tassis of Rome/Milan and second wife Lavinia; first marriage to the Marziano, Marquis de Mothe; second marriage to Diego Zapata, Postmaster of Naples","Blat, Maria Antonia. “I fondi Tassis del’Archivio di Simancas.” In I Tasso e le poste pontificie, sec. XV–XVI, ed. Tarcisio Bottani, 247–254. Bergamo, Italy: Corponove, 2000.; Fardella de Quernfort, Vincenzo. “Documenti tassiani in Sicilia: La nascita della Regia Correria di Sicilia.” In I Tasso e le poste d’Europa. Edited by Tarcisio Bottani, 125–134. Bergamo, Italy: Corponove, 2012.","AGS CRC? TP Leg.969, f.37"
1013,Adam Contzen,,Contzen,1571,1635,1571,1635,Church,Jesuit,,,,,,,,,,,"Malcolm, Noel. Reason of State, Propaganda, and the Thirty Years’ War. Oxford: Oxford University Press, 2007.",
1014,Benetto Pesenti,Pisenti,Pesenti,,,1623,1635,Venetian Company of Couriers,Courier;Gastaldo,"Appointed 1623 Mar 21 in place of brother, Bernardo",Sibling,Bernardo Pesenti,1623,,,,Veneto,Venice,"Appointed 1623 Mar 21 in place of brother, Bernardo",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1015,Aloisius de Tassis,Aloisij de Tassis; Aloysij,Tassis,,,1630,1635,Church of Bergamo,Church Canon,,,,1630,,,,Lombardy;Veneto,Bergamo,Resident in Bergamo,,Tass.D.7.11
1016,Anders Wechel,Andreas Wechel,Wechel,,,1635,1635,Swedish Post,Director,,,,,,,,Sweden;HRE,Leipzig,"Former postal secretary of Leipzig turned newspaper publisher; ""The German postmasters had the experience
and knowledge of running larger postal organizations and, as the future would
show, the Swedish administration took full advantage of their competence. The
foremost example of this was the recruitment of Anders Wechel as the first
director of the Swedish Post Office in 1636.""",https://digitaltmuseum.org/021038776385/wechel-anders-1590-1637,
1017,Iseppo Maffei,,Maffeis,,,1635,1635,Venetian Company of Couriers,Courier,,,,1635,,,,Veneto,Venice,Appointed 1635 Feb 27,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1018,Joseph Calepio II,Caleppo,Calepio,,,1635,1635,,,,,,1600,1635,,,HRE,,,"Behringer, Wolfgang. Thurn und Taxis: Die Geschichte ihrer Post und ihrer Unternehmen. Munich: Piper, 1990.",
1019,Wilhelm Jocher,,Jocher,1565,1636,1565,1636,,Councilor to Maximilian of Bavaria,,,,,,,,Germany;HRE,Bavaria,,"Malcolm, Noel. Reason of State, Propaganda, and the Thirty Years’ War. Oxford: Oxford University Press, 2007.",
1020,Bernardo Pesenti II,,Pesenti,,,1636,1636,Venetian Company of Couriers,Courier,,,,1636,,,,Veneto,Venice,Appointed 1636 Nov 1,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1021,Mattio Viscardi,,Viscardi,,,1636,1636,Venetian Company of Couriers,Courier,,,,1636,,,,Veneto,Venice,Appointed 1636 Nov 1,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1022,Zuanbattista Maffei,,Maffeis,,,1636,1636,Venetian Company of Couriers,Courier,,,,1636,,,,Veneto,Venice,Appointed 1636 Mar 6,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1023,Gio Maria Zupponi,Zamaria Zupponi; Zan Maria Zupponi; Giupponi;Zuan Maria,Giuppone,,,1595,1637,Venetian Company of Couriers,Courier,"Appointed 1595 Aug 8 ""per renoncia fattali da Madonna Lugrecia relita g. Zaccaria Zen""; Punished for traveling without license;son of Piero Zupponi",Child,Piero Zupponi,1595,,,,Veneto,Venice,"Appointed 1595 Aug 8 ""per renoncia fattali da Madonna Lugrecia relita g. Zaccaria Zen""; Punished for traveling without license;son of Piero Zupponi",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1024,Domenego Marienis,Dominico,Marini,,,1637,1637,Venetian Company of Couriers,Courier,,,,1637,,,,Veneto,Venice,Appointed 1637 Nov 19,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1025,Martial Raspi,,Raspa,,,1637,1637,Venetian Company of Couriers,Courier,,,,1637,,,,Veneto,Venice,Appointed 1637 Mar 24,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1026,Piero Bordogna II,,Bordogna,,,1637,1637,Venetian Company of Couriers,Courier,,,,1637,,,,Veneto,Venice,Appointed 1637 Oct 17,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1027,Zuanne Zuponi,,Giuppone,,,1637,1637,Venetian Company of Couriers,Courier,,,,1637,,,,Veneto,Venice,Appointd 1637 Mar 24,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1028,Gese Wechel,,Wechel,,,1637,1638,Swedish Post,Director,,,,,,,,Sweden;HRE,,"Widow of first postal director, ""Even so, the appointment of Gese Wechel must be viewed as something of an exception considering the high position of the postmaster general in the state administration."" (38)","Linnarsson, Magnus. “The Development of the Swedish Post Office, c. 1600–1721.” In Connecting the Baltic Area: The Swedish Postal System in the Seventeenth Century.","Confirmation, Gese Wechel, 25 October 1638, RR, RA"
1029,Bernhard Stein von Steinhausen,,Steinhausen,,,1638,1638,Swedish Post,Generalriksschultz,,,,,,,,Sweden;HRE,,,"Linnarsson, Magnus. “The Development of the Swedish Post Office, c. 1600–1721.” In Connecting the Baltic Area: The Swedish Postal System in the Seventeenth Century.",
1030,Gerolamo Serra,Hieronimo Serra,Serra,,,1638,1638,Spanish Post of Milan,Leaseholder,Shares half of office purchased from nephew GB with Paolo Doria,Nephew,Giovan Battista Serra,,1638,,,Lombardy;Liguria,Milan;Genoa,Shares half of office purchased from nephew GB with Paolo Doria,,"Archivio di Stato di Milano, Atti di Governo, Finanze, 933"
1031,Paolo Francesco Doria,,Doria,,,1638,1638,Spanish Post of Milan,Leaseholder,,,,1638,,,,Lombardy;Liguria,Milan;Genoa,Shares half of office purchased from GB Serra with Gerolamo Serra,"Caizzi, Bruno. Dalla posta dei re alla posta di tutti: Territorio e comunicazioni in Italia dal XVI secolo all’Unità. Milan: Franco Angeli, 1993.",
1032,Giulio Inghirami,,Inghirami,,1639,1634,1639,Tuscan Couriers,Postmaster General,,,,1634,,,,Tuscany,Florence,Senator named to office by Gabella del Sale,"Chieppi, Sergio. I servizi postali dei Medici dal 1500 al 1737. Arezzo, Italy: Servizio editoriale fiesolano, 1997.",
1033,Mandricardo Benzoni,,Benzon,,1640,1608,1640,Venetian Company of Couriers,Courier;Gastaldo;Corriero maggiore;Deputato al Governo delle Poste di tutto lo stato di Terra Ferma,,,,1608,,1621,1629,Veneto,Venice;Brescia,"Appointed 1608 Jun 4; Takes couriership from Nicolo Bosello by will; ""Nei primi decenni del secolo XVII"" l'incarico di mettere or- dine nelle stazioni di posta venne dato al Corriere Mandricardo Benzoni, che aveva assunto la carica di Deputato al Governo delle Poste di tutto lo stato di Terra Ferma"" (Dede. Il servizio postale)","Dedé, Luigi. “Il servizio postale fra Brescia e Venezia durante il dominio veneto,” In
Commentari dell'Ateneo di Brescia per l'anno 1986, 157–198. Brescia: Tipolito Fratelli
Geroldi, 1987.; Serra, Armando. “ ‘Monopolio naturale’: Di autori postali nella produzione di guide italiane d’Europa, fonti storico-postali tra cinque e ottocento.” Archivio per la storia postale 5, no. 14–15 (2003): 14–15.; Foppolo, Bonaventura. “La Mariegola della Compagnia dei Corrieri Veneti.” In Le poste dei Tasso, un’impresa in Europa: Contributi in occasione della mostra I Tasso, l’evoluzione delle poste . . . 28 aprile–3 giugno 1984. Edited by Tarcisio Bottani, 13–45. Bergamo, Italy: Comune di Bergamo, 1984.","ASB, Notarile Brescia, f. 7296, li 21.7.1631;Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1034,Fabius Maximus Ponzone de Ponzoni,Dr. Ponzon,Ponzone,,,1615,1640,Imperial Post of Prague,Postmaster,,,,1615,1640,,,HRE;Bohemia,Prague,,,
1035,Giovan Leone Giupone,Giovanni Leone Zupponi; Zuan Lion,Giuppone,,,1616,1640,Venetian Company of Couriers,Courier;Gastaldo,,,,1616,,,,Veneto,Venice,Appointed 1616 Sept 16 in place of Piero Raspa,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1036,Gerard Vrints,,Vrints,,1640,1627,1640,Imperial Post of Frankfurt,Postmaster,,,,1627,1629,1635,1640,Germany;HRE,Frankfurt,Replaces Johann van Birghden due to Protestant sympathies,"Behringer, Wolfgang. Thurn und Taxis: Die Geschichte ihrer Post und ihrer Unternehmen. Munich: Piper, 1990.",
1037,Trottolino,,Trottolino,,,1627,1640,,Courier,,,,,,,,Tuscany,Florence,,,"Archivio di Stato di Firenze, Medicea, 353; Archivio di Stato di Firenze, Medicea, 225"
1038,Antonio Rosso,,Rosso,,,1640,1640,,,,,,,,,,Tuscany,Florence,,,"Archivio di Stato di Firenze, Medicea, 353"
1039,Gabriele Rosso,,Rosso,,,1640,1640,,,,,,,,,,Tuscany,Florence,,,"Archivio di Stato di Firenze, Medicea, 353"
1040,Gio Battista Rosso,,Rosso,,,1640,1640,,,,,,,,,,Tuscany,Florence,,,"Archivio di Stato di Firenze, Medicea, 353"
1041,Johann Baptist Hasswinkel,,Hasswinkel,,,1640,1640,Imperial Post of Frankfurt,Postmaster,,,,1640,,,,Germany;HRE,Frankfurt,,,
1042,Gio. Battista Serra,G.B. Serra,Serra,,1641,1603,1641,Spanish Post of Milan,Leaseholder,"Buys office from Lucina Catanea Tassis, later sells half to Paolo Francesco Doria and his uncle Gerolamo Serra",Nephew,Gerolamo Serra,1604,1643,,,Lombardy;Liguria,Milan;Genoa,"Buys office from Lucina Catanea Tassis, later sells half to Paolo Francesco Doria and his uncle Gerolamo Serra","Caizzi, Bruno. Dalla posta dei re alla posta di tutti: Territorio e comunicazioni in Italia dal XVI secolo all’Unità. Milan: Franco Angeli, 1993.","Archivio di Stato di Milano, Atti di Governo, Finanze, 933"
1043,Ferdinand von Österreich,Cardinal-Infante Ferdinand,Österreich,1609,1641,1609,1641,Spanish State of Netherlands;Church in Spain,Governor;Archbishop of Toledo,,,,1634,1641,,,Netherlands;Spain,,,,
1044,Flaminio Marconi,Maroni;Masoni,Marconi,,,1625,1641,Venetian Company of Couriers,Courier,,,,1625,,,,Veneto,Venice,Appointed 1625 Mar 1 in place of Iseppo Tirabosco,,
1045,Joachim Camerarius,,Camerarius,1566,1642,1566,1642,,Professor,,,,,,,,,,,"Malcolm, Noel. Reason of State, Propaganda, and the Thirty Years’ War. Oxford: Oxford University Press, 2007.",
1046,Sebastiano Galvano,,Galvano,,1643,1612,1643,Cavallari of Bergamo,Cavallaro,,,,1612,,,,Lombardy,Bergamo,,"Rea, Fernando. Le poste a Bergamo. Bergamo, Italy: Società Editrice Bergamasca, 1976.",
1047,Johan von Beijer,,Beijer,,,1642,1643,Swedish Post,Swedish Postmaster General,,,,,,,,Sweden;HRE,,"""He was also to maintain the postal route to Hamburg and to communicate with the foreign correspondents of the Swedish Crown. This latter task was the origin of the Swedish press, since the information received by von Beijer was subsequently printed in the first regular Swedish newspaper, Ordinari Post Tijdender."" (39)","Linnarsson, Magnus. “The Development of the Swedish Post Office, c. 1600–1721.” In Connecting the Baltic Area: The Swedish Postal System in the Seventeenth Century.","Authorization for Johan von Beijer as general postmaster, 15 October 1642, RR, RA."
1048,John Coke,,Coke,1563,1644,1563,1644,,Secretary of State,,,,,,,,England,London,,,
1049,Don Íñigo Vélez de Guevara y Tassis I,Conde de Onate,Tassis,1566 (1575?),1644,1566,1644,Spanish Post,Correo Mayor;Ambassador to Turin,Mother Mariana de Tassis y Acuña (María de Tassis); Grandfather Raymondo de Tassis; wife Catalina Vélez de Guevara y Orbea,Child,Mariana de Tassis y Acuña,,,,,Spain,Madrid,Mother Mariana de Tassis y Acuña (María de Tassis); Grandfather Raymondo de Tassis; wife Catalina Vélez de Guevara y Orbea,,
1050,Simone Tassis II,,Tassis,,,1582,1644,,Marquis de Paul;Chevalier of Saint James,"In Rome, dies in Naples; Marries Marcie Paluzzi dl'Albertoni des Marquis de Rasina",Spouse,Marcie Paluzzi dl'Albertoni des Marquis de Rasina,,,,,,,"In Rome, dies in Naples; Marries Marcie Paluzzi dl'Albertoni des Marquis de Rasina","Goller, Engelbert. Jakob Henot, Postmeister von Cöln: Ein Beitrag zur Geschichte der Sogenannten Postreformation um die Wende des XVI. Jahrhunderts. Bonn, Germany: Carl Georgi, 1910.",
1051,Jacques Roelans,Jacob Roelans,Roelans,,,1623,1644,Imperial Post of the Netherlands,Postmaster,"Portrait engraving survives by Paolo Pontius of likely original Van Dyck portrait- names as Count Tassis, so likely married a Tassis daughter",,,,,,,Netherlands,Antwerp,"Portrait engraving survives by Paolo Pontius of likely original Van Dyck portrait- names as Count Tassis, so likely married a Tassis daughter",,HSFA 118
1052,Johann von Birghden,,Birghden,1582,1645,1582,1645,Imperial Post of Frankfurt,Postmaster,,,,1615,1624,1632,1635,Germany,Frankfurt,"Attributed foundation of ""Postzeitungen""; began career in Rheinhausen post office (77)",,
